Sample number,Top Depth,Bot Depth,Mid Depth,Top Time (11-8-17 Timescale),Bot Time (11-8-17 timescale),Avg Time (11-8-17 timescale),IC MSA (ppb),IC Cl- (ppb),IC NO3-2 (ppb),IC SO4-2 (ppb),nssSO4-2 (ppb),IC Na+ (ppb),IC NH4+ (ppb),IC K+ (ppb),IC Mg2+ (ppb),IC Ca2+ (ppb),Sr88(LR) (ppt),Pb208(LR) (ppt),As75(LR) (ppt),As75(HR) (ppt),Cs133(LR) (ppt),Ba137(LR) (ppt),La139(LR) (ppt),Ce140(LR) (ppt),Pr141(LR) (ppt),Li7(LR) (ppt),S32(MR) (ppb),Ca44(MR) (ppb),V51(MR) (ppt),Cr52(MR) (ppt),Mn55(MR) (ppt),Fe56(MR) (ppb),Co59(MR) (ppt),Na23(MR) (ppb),Si28(MR) (ppt),K39(HR) (ppb),Combo clean Cu interp to DIC2 time (ppt),Combo clean Cd interp to DIC2 time (ppt),Combo clean Bi interp to DIC2 time (ppt),Combo clean Zn interp to DIC2 time (ppt)
772,72.84,72.93,72.89,1979.61,1979.55,1979.58,5.46,3.13,25.05,38.75,32.4875,0.47,0.25,0.6,0.24,2.12,24.3,11.34,5.38,5.8,0.65,26.36,1.12,2.63,0.29,3.14,13.24,2.57,5.21,3.46,55.48,1.97,1.97,1.65,3.87,0.75,10.62,0.38,0.6,18.11
773,72.93,73,72.96,1979.55,1979.51,1979.53,7.7,9.53,48.7,55.95,43.775,4.22,1.86,0.48,0.31,3.02,15.31,14.43,5.24,5.9,0.54,17.08,0.31,0.67,0.1,3.23,11.3,1.35,4.18,3.32,52.24,1.35,1.86,2.59,2.86,0.92,13.25,0.76,0.23,20.15
774,73,73.04,73.02,1979.51,1979.48,1979.49,10.73,3.96,29.05,37.18,29.9175,0.88,9.32,0.31,0.19,2.12,16.57,19.845,10.32,12,1.97,65.61,1.01,2.12,0.24,7.2,9.54,2.27,6.15,6.84,123.99,4.06,2.71,2.07,4.24,1.53,6.64,0.78,0.17,18.96
775,73.04,73.09,73.07,1979.48,1979.44,1979.46,8.56,3.97,28,35.24,28.24,0.84,0.04,0.41,0.13,1.04,8.51,8.271,6.44,7.05,1.03,33.45,0.51,1.07,0.12,3.88,6.77,1.2,3.95,3.6,64.89,2.03,1.96,1.08,2.23,0.8,2.36,0.31,0.08,3.4
776,73.09,73.15,73.12,1979.44,1979.41,1979.42,8.14,7.81,12.11,26,22.9725,7.62,0.19,0.34,0.12,4.28,0.46,8.91,2.56,2.11,0.09,1.3,0.01,0.03,0.01,0.57,4,0.13,1.75,0.37,5.8,0.01,1.21,0.09,0.21,0.06,3.06,1.3,0.11,27.67
777,73.15,73.18,73.17,1979.41,1979.39,1979.4,7.85,1.84,12.16,21.18,18.14,0.07,0.05,0.32,0.09,0.84,2.7,35.492,2.82,3.45,0.2,6.06,0.13,0.21,0.03,1.2,4.47,0.31,1.89,1.93,18.76,0.38,1.25,0.26,0.25,0.31,13.39,2.56,0.23,56.57
778,73.18,73.47,73.32,1979.39,1979.2,1979.29,8.21,2.2,10.78,32.97,30.275,0.53,0.04,0.53,0.12,0.99,2.92,39.002,4.56,4.77,0.09,5.23,0.22,0.18,0.03,0.69,7.95,0.58,2.04,1.73,19,0.07,1.25,0.34,0.73,0.16,19.84,1.39,0.2,59.14
779,73.47,73.53,73.5,1979.2,1979.15,1979.18,1.89,16.75,30.75,109.42,101.7325,8.48,1.16,0.92,1.64,28.31,65.35,86.91,10.91,10.56,2.84,79.93,2.79,6.36,0.75,13.71,25.63,10.07,17.03,18.68,238.21,9.64,4.59,11.92,7.95,4.08,19.59,1.02,0.86,54.83
780,73.53,73.6,73.57,1979.15,1979.11,1979.13,0.24,17.92,33.81,145.08,136.6275,10.3,4.61,0.65,3.13,21.38,107.86,68.645,13.99,13.68,3.93,102.7,4.14,10.18,1.09,14.41,32.45,15.71,20.14,35.64,322.49,10.65,5.57,10.94,10.68,4.17,23.78,1.25,0.94,60.98
781,73.6,73.68,73.64,1979.11,1979.06,1979.08,0.3,10.22,22.47,47.28,41.6625,4.17,0.01,0.29,0.51,2.94,19.01,50.38,8.73,7.9,0.69,21.72,0.72,1.06,0.12,3.14,12.03,4.69,5,15,74.83,1.16,2.24,4.86,1.63,1.05,18.55,1.46,1.02,61.32
782,73.68,73.76,73.72,1979.06,1979.01,1979.03,0.35,18.62,33.29,67.86,59.5375,4.16,0.01,0.13,0.64,4.65,20.07,22.28,5.19,4.61,1.06,25.44,0.62,1.6,0.16,3.61,13.78,3.29,6.78,14.99,74.31,1.94,2.36,4.21,2.73,0.95,13.62,1.16,0.24,37.37
783,73.76,73.84,73.8,1979.01,1978.92,1978.97,1.14,4.13,15.85,47.77,43.8075,1.75,0.05,0.22,0.27,1.9,8.8,21.583,3.5,4.92,0.37,11.34,0.51,1.13,0.13,1.6,10.76,1.44,3.47,10.34,33.13,0.69,1.72,2.57,1.45,0.43,7.59,0.78,0.42,18.16
784,73.84,73.92,73.88,1978.92,1978.84,1978.88,2.43,3.73,22.02,113.18,107.675,0.94,0.04,0.71,0.36,1.95,15.63,44.4,10.68,9.77,0.4,21.17,0.76,1.39,0.16,2.69,22.36,1.99,4.68,11.17,59.03,1.27,1.81,1.82,2.07,1.24,8.52,1.12,0.37,26.97
785,73.92,74,73.96,1978.84,1978.76,1978.8,5.53,3.11,20.92,59.33,54.1,0.83,0.24,0.63,0.32,2.33,14.81,31.693,6.61,7.11,0.63,24.81,0.52,1.22,0.13,2.39,12.77,2.32,5.95,9.41,73.75,1.63,1.9,3.27,2.89,0.96,8.16,0.99,0.32,25.93
786,74,74.08,74.04,1978.76,1978.68,1978.72,8.58,1.64,0.11,36.22,36.1925,0.25,0.03,0.35,0.19,1.54,21.07,27.99,3.18,3.05,0.84,31.88,0.52,1.31,0.16,3.4,8.93,1.87,7.23,8.39,82.52,2.85,2.6,2.66,3.77,0.87,5.67,0.51,0.11,15.18
787,74.08,74.18,74.13,1978.68,1978.57,1978.62,6.8,5.82,75.76,82.23,63.29,0.23,0.44,0.2,1.09,6.17,21.24,37.821,7.16,8.3,1.34,51.03,1.45,2.25,0.41,5.5,15.44,2.94,6.08,10.96,282.67,2.65,2.97,1.39,3.41,1.28,9.68,0.6,0.49,29.11
788,74.18,74.25,74.22,1978.57,1978.5,1978.54,3.32,6.03,72.68,59.35,41.18,0.29,2.03,0.2,0.59,6.03,18.1,52.261,6.28,7.24,0.96,35.99,1.12,2.02,0.3,4.12,19.54,2.38,5.44,10.4,178.09,1.93,2.66,1.04,2.9,1.11,13.78,0.48,0.39,31.53
789,74.25,74.32,74.28,1978.5,1978.44,1978.47,2.18,6.23,49.04,127.7,115.44,0.34,0.92,0.21,0.4,2.56,14.97,47.24,5.4,6.17,0.58,20.96,0.8,1.78,0.19,2.73,23.65,1.83,4.8,9.84,73.51,1.22,2.34,0.7,2.4,0.95,20.68,0.91,0.28,44.75
790,74.32,74.39,74.35,1978.44,1978.37,1978.4,2.46,11.54,78.08,136.7,117.18,1.27,10.88,0.64,1.8,14.21,91.86,78.05,14.4,11.34,1.78,70.7,4.59,10.79,1.12,10.69,29.7,11.69,15.98,16.86,259.32,8.83,4.78,2.87,9.91,2.98,34.94,1.6,0.89,82.97
791,74.39,74.47,74.43,1978.37,1978.28,1978.32,3.17,21.93,64.17,123.59,107.5475,12.37,17.15,4.33,2.84,24.28,143.2,108.86,20.47,21.82,2.85,150.13,5.95,14.59,1.6,15.46,26.56,17.78,26.16,23.48,464.22,16.02,7.47,3.57,12.04,4.29,35.63,2.4,1.15,114.32
792,74.47,74.54,74.5,1978.28,1978.21,1978.25,2.46,8.51,48.69,122.89,110.7175,2.98,6.04,0.42,3.1,17.94,123.02,97.1,16.98,18.38,2.35,136.06,4.43,11.19,1.23,12.3,27.83,14.25,26.63,22.46,344.5,12.64,6.52,5.87,11.91,3.77,25.66,3.63,0.99,100.4
793,74.54,74.61,74.57,1978.21,1978.13,1978.17,1.86,16.5,18.87,76.72,72.0025,11.11,0,0.49,2.97,23,40.17,27.85,3.56,3.61,0.94,29.03,0.52,1.3,0.16,4.41,9.73,5.15,4.75,5.82,136.84,2.07,2.47,3.9,2.35,0.88,17.6,2.13,0.16,57.93
794,74.61,74.69,74.65,1978.13,1978.05,1978.09,0.21,7.24,24.03,43.88,37.8725,3.33,0.04,0.44,0.91,4.93,143.67,58.98,10.04,11.34,4.97,111.44,5.58,13.58,1.47,22.97,17,14.59,19.78,24.84,279.28,11.99,5.51,11.88,8.74,4.35,9.48,0.61,0.33,27.64
795,74.69,74.77,74.73,1978.05,1977.98,1978.02,0.25,2.98,14.59,30.11,26.4625,1.56,0.03,0.25,0.48,4.21,16.68,25.45,3.41,3.77,0.84,19.44,1.03,2.63,0.25,3.5,7.69,2.22,4.47,4.7,65.08,1.43,4.87,3.7,1.78,0.72,7.78,0.5,0.19,22.52
796,74.77,74.84,74.81,1977.98,1977.92,1977.95,0.51,8.41,27.33,37.92,31.0875,4.44,0.01,0.42,0.59,4.54,23.49,47.87,6.21,7.52,0.68,27.21,1.04,2.83,0.33,3.26,13.45,2.55,6.73,6.17,74.66,2.21,1.95,2.74,2.71,1.33,7.37,0.34,0.34,33.06
797,74.84,74.92,74.88,1977.92,1977.86,1977.89,1.36,5.34,28.6,67.54,60.39,2.43,3.31,0.56,0.59,4.01,20.5,39.17,3.95,4.24,1.43,28.99,1.6,3.94,0.42,4.13,6.14,3.21,4.52,5.44,69.47,2.06,1.98,1.81,2.08,0.88,8.51,0.61,0.13,34.51
798,74.92,74.98,74.95,1977.86,1977.82,1977.84,2.89,4.95,41.11,56.09,45.8125,1.55,22.51,0.94,0.26,2.95,19.72,53.3,7.19,6.33,0.84,31.68,0.74,2,0.22,3.55,11.29,2.17,5.98,7.12,110.86,2.14,2.03,1.9,1.95,1.57,8.91,0.87,0.22,38.57
799,74.98,75.05,75.02,1977.82,1977.77,1977.8,2.9,2.87,32.91,136.93,128.7025,0.5,17.68,0.39,0.36,2.87,23.14,46.1,4.98,4.69,0.68,29.36,1.31,3.15,0.35,2.71,24.55,2.27,16.19,10.85,102.71,2.54,2.13,0.9,3.47,1.2,11.82,1.23,0.49,56.78
800,75.05,75.11,75.08,1977.77,1977.73,1977.75,4.23,2.97,33.83,39.82,31.3625,0.2,0.09,0.44,0.12,1.23,9.05,38.89,2.78,3.05,0.47,17.01,0.81,1.5,0.18,1.77,7.24,0.72,3.76,3.62,32.02,0.65,1.45,0.55,1.36,0.36,14.87,1.18,0.19,63.64
801,75.11,75.19,75.15,1977.73,1977.66,1977.7,3.15,5.38,9.52,30.77,28.39,1.41,0.09,0.2,0.19,4.67,10.49,35.68,2.75,2.89,0.35,17.35,0.62,1.23,0.14,1.6,7.5,0.93,3.75,3.79,38.54,0.7,1.56,1.23,1.72,0.54,13.9,0.6,0.14,54.28
802,75.19,75.26,75.23,1977.66,1977.61,1977.64,7.02,6.48,69.26,38.46,21.145,0.33,0.04,0.17,0.15,1.38,11.94,32.47,2.73,2.73,0.22,17.69,0.43,0.96,0.11,1.42,7.77,1.14,3.74,3.97,45.06,0.74,1.68,1.91,2.09,0.73,13.93,0.75,0.1,61.9
803,75.26,75.32,75.29,1977.61,1977.57,1977.59,7.34,15.74,117.97,81.14,51.6475,1.59,0.13,0.6,0.55,2.25,23.29,75.81,5.54,6.74,0.56,47.36,1.16,2.79,0.34,3.23,16.03,2.2,10.01,8.21,132.07,3.01,2.62,1.6,2.99,1.13,18.68,1.03,0.26,64.95
804,75.32,75.39,75.36,1977.57,1977.51,1977.54,4.76,10.27,95.41,75.69,51.8375,0.67,17.01,0.86,0.43,2.67,27.31,64.93,7.38,7.27,0.81,50.48,1.6,4.52,0.52,4.83,16.29,2.52,9.89,8.38,172.33,4.08,3.37,2.46,3.42,2.44,25.26,1.54,0.24,148.81
805,75.39,75.48,75.44,1977.51,1977.45,1977.48,2.82,14.61,67.88,90.12,73.15,6.84,11.57,2.74,2.45,24.34,120.63,88.33,20.97,19.5,3.51,264.57,8.34,20.68,2.3,27.41,20.97,15.3,39.21,44.38,569.23,26.41,9.03,3.51,17.59,7,20.25,1.17,1.34,77.88
806,75.48,75.55,75.52,1977.45,1977.4,1977.42,1.28,5.98,46.83,101.36,89.6525,2.64,13.89,1.1,3.01,24.06,174.56,110.04,23.4,22.6,3.22,206.89,11.32,27.61,2.92,17.52,25.83,21.39,32.34,28.11,589.42,19.11,9.15,4.2,16.89,5.5,37.56,2.64,1.78,150.89
807,75.55,75.62,75.59,1977.4,1977.34,1977.37,1.53,7.42,34.86,120.97,112.255,4.93,3.97,0.2,2.76,16.28,114.61,108.3,18.33,19.63,2.22,143.25,5.63,14.14,1.59,12.8,28.3,13.92,27.54,21.9,423.36,13.45,7.19,6.11,11.73,3.98,60,2.03,1.12,142.69
808,75.62,75.69,75.66,1977.34,1977.29,1977.32,1.45,5.9,29.08,120.15,112.88,4.26,2.42,0.28,2.78,14.79,133.93,106.56,11.81,12.53,2.74,149.61,4.71,11.48,1.24,13.5,32,15.95,33.08,16.92,416.83,13.91,6.72,6.42,18.28,3.93,28.39,1.57,0.57,71.75
809,75.69,75.77,75.73,1977.29,1977.23,1977.26,1.11,21.78,27.44,82.73,75.87,11.62,0.05,0.19,3.31,19.75,107.29,58.79,11.88,12.84,3.29,118.72,7.76,19.58,2.11,15.16,18.95,13.93,20.43,15.76,334.75,11.82,5.82,11.41,9.69,3.72,14.06,0.88,0.52,38.13
810,75.77,75.85,75.81,1977.23,1977.17,1977.2,0.72,7.4,19.12,37.02,32.24,5.74,0.03,0.09,0.84,6.51,44.64,32.68,4.79,5.64,2.12,43.66,1.52,3.93,0.46,8.43,8.52,5.65,8.27,7.56,118.79,4.07,2.93,5.52,2.7,1.59,5.3,0.54,0.19,20.37
811,75.85,75.93,75.89,1977.17,1977.11,1977.14,0.47,6.53,15.5,29.3,25.425,6.2,0.03,0.6,1.4,12.24,66.91,25.56,4.86,5.43,3.75,58.5,2,5.15,0.58,18.88,7.18,8.4,9.6,9.08,186.98,6.51,3.04,7.14,3.96,2.3,6.88,0.28,0.22,32.62
812,75.93,76,75.96,1977.11,1977.06,1977.09,0.23,3.88,4.17,19.32,18.2775,3.02,0.04,0.39,0.75,5.63,33.21,16.87,3.59,3.67,1.57,53.47,1.04,2.75,0.3,5.63,4.72,4.79,4.78,10.23,93.61,2.63,2,3.67,1.53,1.04,6.04,0.36,0.15,19.08
813,76,76.11,76.05,1977.06,1976.98,1977.02,0.17,7.64,14.65,24.31,20.6475,4.93,0.02,0.11,0.61,2.32,17.11,15.84,3.02,3.05,1.15,18.91,0.34,0.92,0.12,3.06,5.86,1.89,3.65,3.96,53.26,1.43,1.61,5.51,1.42,0.69,3.61,0.3,0.11,14.13
814,76.11,76.17,76.14,1976.98,1976.93,1976.95,0.23,7.85,11.93,36.61,33.6275,4.63,0.05,0.22,0.49,1.87,19.63,23.03,3.1,3.67,0.5,11.4,0.26,0.66,0.07,2.8,8.72,3.28,3.59,4.1,42.08,0.83,1.77,5.74,1.06,0.8,3.9,0.45,0.24,16.73
815,76.17,76.22,76.2,1976.93,1976.89,1976.91,0.3,2.55,24.83,34.07,27.8625,0.83,0.04,0.34,0.26,2.34,11.04,8.07,1.73,2.14,0.38,19.93,0.85,2.2,0.23,1.8,5.8,3.36,4.19,4.79,38.82,1.13,1.88,1.08,1.32,0.87,6.96,0.57,0.06,29.71
816,76.22,76.3,76.26,1976.89,1976.83,1976.86,0.43,4.84,21.18,32.3,27.005,2.18,1.46,0.17,0.28,2.42,12.69,35.78,2.79,2.92,0.37,15.49,0.54,1.41,0.17,2.18,7.11,1.49,3.77,1.93,39.42,0.89,1.73,3.05,1.3,0.63,10.15,0.71,0.19,43.23
817,76.3,76.37,76.33,1976.83,1976.78,1976.8,0.36,5.92,22.23,32.06,26.5025,3.79,0.13,0.06,0.67,4.62,39.44,23.161,1.963,1.7,1.19,48.51,1.09,1.91,0.26,6.07,11.41,10.61,6.97,8.01,158.81,3.6,4.82,2.94,2.52,1.67,5.42,0.45,0.2,19.99
818,76.37,76.44,76.4,1976.78,1976.72,1976.75,0.55,3.15,11.3,33.96,31.135,1.26,1.27,0.31,0.21,1.68,12.79,34.413,2.267,1.869,0.27,20.09,1.31,1.31,0.19,4.07,10.02,3.31,4.06,9.7,95.38,1.39,2.6,2.67,1.34,0.98,10.37,0.66,0.24,38.77
819,76.44,76.53,76.48,1976.72,1976.65,1976.69,1.93,7.59,28.42,63.19,56.085,2.78,3.63,0.77,0.9,3.13,23.02,22.662,1.305,1.869,1.35,53.37,2.01,4.08,0.47,8,16.47,3.35,10.54,10.66,141.22,5.85,2.86,5.98,4.35,2.17,6.72,0.52,0.16,30.89
820,76.53,76.6,76.56,1976.65,1976.6,1976.63,5.45,2.76,6.08,39.89,38.37,0.94,0.12,0.18,0.22,1.09,8.1,96.051,9.613,9.705,0.18,9.75,0.24,0.38,0.05,1.84,8.44,1.14,2.79,12.34,29.14,0.46,1.55,1.87,0.79,0.37,15.78,2.26,0.57,58.36
821,76.6,76.68,76.64,1976.6,1976.53,1976.57,3.29,2.97,42.56,91.86,81.22,0.75,0.2,0.23,0.36,2.37,40.45,42.457,4.063,5.53,0.45,94.95,1.62,3.49,0.38,3.91,21.93,2.94,7.74,3.94,89.78,2.98,2.5,6.05,4.98,5.12,6.59,0.93,0.16,22.76
822,76.68,76.74,76.71,1976.53,1976.48,1976.51,3.65,2.1,10.72,47.58,44.9,0.57,0.05,0.07,0.24,1.8,7.23,40.485,2.155,2.743,0.87,18.43,1.11,2.42,0.21,4.98,11.85,1.1,4.25,2.11,56.02,1.59,1.96,0.8,1.29,0.76,5.31,0.59,0.14,18.96
823,76.74,76.81,76.78,1976.48,1976.43,1976.46,9.25,2.53,18.32,63.41,58.83,0.63,0.09,0.14,0.17,1.65,7.4,63.5,5.795,5.171,0.34,14.04,0.37,0.61,0.06,3.12,13.37,1.02,3.71,2.25,41.02,0.92,1.86,0.91,1.73,0.4,9.94,0.52,0.21,37.56
824,76.81,76.89,76.85,1976.43,1976.37,1976.4,10.57,5.8,41.11,87.38,77.1025,0.38,0.11,0.32,0.35,3.21,24.94,83.964,5.474,4.039,2.62,82.58,1.14,2.4,0.24,16.79,22.09,4.77,14.17,11.34,190.55,9.49,5.23,2.48,6.09,2.87,14.3,0.84,0.5,54.78
825,76.89,76.96,76.93,1976.37,1976.32,1976.34,3.2,12.57,103.29,134.96,109.1375,2.24,0.12,0.29,1.3,8.44,29.59,94.58,10.93,9.61,2.11,90.54,3.83,8.69,0.87,12.74,23.08,4.06,13.19,10.82,179.44,8.73,4.5,2.57,6.22,2.58,28.68,1.44,1.37,122.77
826,76.96,77.05,77,1976.32,1976.25,1976.28,3.3,7.98,71.6,102.5,84.6,0.65,2.11,0.47,0.58,4.13,34.24,105.19,16.39,15.18,1.6,98.51,6.51,14.98,1.51,8.69,24.07,3.35,12.21,10.29,168.32,7.96,3.77,2.65,6.35,2.3,33.71,2.32,2.23,132.1
827,77.05,77.1,77.07,1976.25,1976.21,1976.23,2.99,11.63,50.14,129.25,116.715,3.66,4.95,0.72,2.79,17.48,121.31,100.26,25.59,26.04,2.27,136.37,6.08,14.47,1.29,14.97,38.58,12.89,23.69,14.33,356.52,10.31,7.36,6.14,12.64,4,28.47,1.71,1.24,93.87
828,77.1,77.17,77.13,1976.21,1976.15,1976.18,2.62,13.38,11.54,87.16,84.275,8.59,0.02,1.34,2.86,28.41,106.56,95.34,10.58,9.46,2.64,131.54,5.95,14.32,1.34,14.92,19.3,13.69,18.6,15.23,290.05,11.75,9.81,6.75,8.25,4.68,44.41,1.7,0.91,137.46
829,77.17,77.24,77.2,1976.15,1976.1,1976.13,1.46,18.9,44.81,148.92,137.7175,15.08,0.02,1.56,5.89,61.09,309.5,118.87,37.98,38.05,12.13,236.03,13.67,33.91,3.07,45.82,38.6,44.97,36.96,30.06,712.55,28.14,12.28,14.86,19.69,7.81,56.24,1.91,1.87,169.94
830,77.24,77.31,77.28,1976.1,1976.04,1976.07,0.29,35.76,46.21,95.21,83.6575,6.36,1.38,0.22,1.42,7.78,97.81,77,4.48,3.73,0.37,84.02,6.05,13.27,1.15,3.46,21.99,10.08,10.19,3.2,139.57,2.3,2.54,9.13,16.06,1.18,35.28,1.53,0.11,87.73
831,77.31,77.39,77.35,1976.04,1975.98,1976.01,0.56,71.8,19.26,138.92,134.105,7.56,0.86,0.18,1.49,9.04,198.84,47.45,4.82,4.33,0.32,181.96,6.93,16.19,1.74,4.95,33.17,21.18,22.86,17.23,160.19,5.34,6.48,18.07,47.84,2.24,26.37,0.99,0.19,38.05
832,77.39,77.47,77.43,1975.98,1975.9,1975.94,2.27,17.79,35.27,78.81,69.9925,7.68,0.55,0.24,0.89,2.11,124.12,55.09,7.63,7.74,1.01,106.44,4.96,13.31,1.55,11.09,19.36,12.84,23.3,15.71,180.22,8.01,4.68,11.69,23.75,2.16,25.67,3.74,0.24,115.65
833,77.47,77.54,77.5,1975.9,1975.83,1975.86,5.08,15.34,35.55,147.88,138.9925,0.59,2.71,0.37,0.36,1.74,39.64,72.32,9.55,10.37,7.16,111.35,1.34,3.16,0.31,33.31,35.72,3.54,25.73,9.48,279.54,22.02,5.06,1.89,12.5,4.98,63.85,2.47,0.24,35.35
834,77.54,77.6,77.57,1975.83,1975.77,1975.8,3.5,31.28,32.46,309.63,301.515,1.39,2.18,0.28,0.29,3.09,17.61,55.35,11.34,10.77,0.77,37.6,2.48,5.76,0.59,4.84,64.5,1.77,6.72,2.65,66.17,2.47,2.41,1.63,4.17,1.2,75.92,2.09,0.36,39.89
835,77.6,77.69,77.64,1975.77,1975.68,1975.73,3.03,79,36.92,320.6,311.37,0.81,3.53,0.27,0.4,1.12,17.77,51.71,9.45,9.58,1.03,56.58,2.39,5.74,0.61,8.89,68.6,1.94,12.79,4.2,109.61,5.77,3.11,1.26,6.49,1.91,66.25,1.7,0.33,34.52
836,77.69,77.77,77.73,1975.68,1975.6,1975.64,2.48,198.53,64.9,133.84,117.615,1,0.18,0.09,0.74,1.86,31.81,40.19,6.28,5.39,2.29,138.03,2.8,6.97,0.78,19.35,29.19,3.67,20.74,8.83,186.57,11.42,4.7,2.43,9.36,3.4,50.69,1.25,0.19,24.68
837,77.77,77.84,77.81,1975.6,1975.53,1975.57,1.14,32.29,90.49,178.94,156.3175,0.62,2.68,0.25,0.46,1.49,15.82,44.87,8.56,8.17,0.85,38.98,1.55,3.76,0.42,7.21,33.83,1.41,8.3,3.59,84.47,3.87,2.47,0.87,3.7,2.21,29.96,1.66,0.32,130.24
838,77.84,77.92,77.88,1975.53,1975.46,1975.49,2.26,14.46,126.19,126.24,94.6925,2.29,21.16,2.2,0.85,5.21,34.57,75.06,13.27,13.37,1.7,87.37,2.11,5.42,0.55,10.71,26.78,3.55,12.41,6.21,205.92,6.63,3.84,1.52,5.87,3.58,17.32,1.18,0.36,43.51
839,77.92,77.97,77.95,1975.46,1975.4,1975.43,1.95,9.11,87.91,63.96,41.9825,1.25,2.68,0.13,1.09,9.3,56.94,60.71,14.42,14.94,2.9,155.76,2.67,6.17,0.59,20.74,16.37,6.91,24.43,14.87,311.74,16.72,5.4,1.92,8.98,4.4,37.83,3.17,0.5,164.97
840,77.97,78.05,78.01,1975.4,1975.33,1975.36,2.83,23.01,84.61,155.38,134.2275,12.68,18.32,5.37,6.29,49.66,136.02,91.75,17.97,17.39,5.05,244.43,13.29,31.03,2.94,32.54,39.89,30.95,42.37,32.74,704.33,31.19,12.88,7.1,22.93,7.92,38.73,2.83,0.78,167.83
841,78.05,78.13,78.09,1975.33,1975.25,1975.29,2.88,15.42,35.8,136.95,128,10.29,12.19,1.22,5.92,40.9,215.09,122.8,21.53,19.84,5.85,325.51,15.85,36.8,3.75,34.25,35.77,27.37,48.11,34.11,809.4,34.2,13.63,11.32,27.2,9.62,21.84,1.34,1.07,74.58
842,78.13,78.2,78.17,1975.25,1975.18,1975.21,3.09,5.3,30.14,49.51,41.975,2.53,1.92,0.48,1.88,23.98,125.06,72.33,10.1,9.68,2.5,120.89,6.56,15.89,1.59,14.78,13.79,16.03,19.67,14.19,347.54,12.43,5.96,3.75,8.11,3.72,19.96,1.32,0.42,96.11
843,78.2,78.28,78.24,1975.18,1975.1,1975.14,0.72,10.88,53.37,71.81,58.4675,3.95,0.05,0.15,1.85,13.27,84.82,44.8,10.91,9.77,3.24,249.13,2.51,5.86,0.59,38.79,17.9,9.43,28.3,15.56,390.44,20.71,5.37,4.03,9.68,5.96,18.18,0.62,0.47,135.58
844,78.28,78.36,78.32,1975.1,1975.02,1975.06,0.78,10.01,16.66,42.58,38.415,5.81,0.02,0.29,0.61,3.65,23.31,22.21,8.72,8.21,0.56,22.03,0.41,0.99,0.09,4.22,9.82,2.51,3.49,2.01,52.56,1.46,1.91,4.24,1.18,1.53,14.74,0.93,0.17,26.25
845,78.36,78.43,78.4,1975.02,1974.95,1974.98,5.04,14.75,28.63,64.69,57.5325,6.5,0.01,0.16,0.94,4.99,33.86,78.61,7.48,6.82,0.92,37.11,1.15,2.48,0.28,6.34,14.82,3.76,8.33,4.45,93.72,3.69,2.77,6.5,4.22,1.66,15.73,1.12,0.36,43.1
846,78.43,78.51,78.47,1974.95,1974.87,1974.91,2.29,6.98,25.25,66.64,60.3275,2.99,0.77,0.51,0.59,2.97,17.65,40.22,6.93,6.64,1.14,38.17,0.6,1.41,0.14,8.17,14.01,1.72,9.21,7.96,86.54,4.84,2.34,2.53,2.53,1.53,11.83,1.24,0.28,29.23
847,78.51,78.58,78.55,1974.87,1974.8,1974.84,4.69,7.7,21.44,119.36,114,3.78,3.17,0.14,0.55,2.1,13.59,53.86,8.69,7.96,0.45,17.09,0.7,1.73,0.17,3.86,23.66,1.41,5.04,2.4,48.2,1.63,1.98,2.9,1.32,0.79,12.26,0.78,0.35,19.63
848,78.58,78.65,78.62,1974.8,1974.73,1974.77,6.11,6.02,27.26,102.6,95.785,2.37,0.05,0.4,0.28,1.84,10.59,29.23,4.52,3.58,0.57,19.24,0.31,0.75,0.07,3.18,18.57,1.18,3.13,4.89,29.28,1.13,1.38,1.33,1.27,0.45,8.7,0.57,0.16,19.71
849,78.65,78.71,78.68,1974.73,1974.68,1974.7,6.73,4.55,28.53,69.87,62.7375,1.14,0.03,0.48,0.28,2.49,11.05,22.44,2.66,2.23,0.39,27.98,0.26,0.59,0.06,3.35,12.77,1.01,3.97,1.89,33.27,0.97,1.51,0.99,0.98,0.54,10.16,0.39,0.14,14.5
850,78.71,78.79,78.75,1974.68,1974.59,1974.63,7.68,2,20.64,44.95,39.79,0.14,0.04,0.11,0.19,1.82,9.33,19.71,2.15,2.01,0.51,22.68,0.17,0.42,0.04,4.92,9.76,1.56,4.08,2.72,47.76,2,1.31,1.26,0.79,0.68,14.13,0.61,0.11,39.23
851,78.79,78.86,78.82,1974.59,1974.53,1974.56,5.22,4.67,19.42,40.26,35.405,1.31,0.03,0.31,0.22,2.71,41.73,36.04,13.34,12.43,3.29,168.12,6.37,13.57,1.41,16.58,10.29,2.78,25.56,11.76,391.53,14.65,9.58,1.32,7.88,3.62,14.74,0.79,0.22,40.64
852,78.86,78.94,78.9,1974.53,1974.45,1974.49,4.4,4.59,21.46,28.32,22.955,1.07,0.03,0.09,0.08,1.22,4.53,26.59,2.63,2.39,8,205.14,2.81,6.86,0.7,45.21,6.97,0.39,33.5,20.32,374.39,11.99,4.99,0.12,9.49,7.34,17.53,1.02,0.11,130.43
